Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_IndigencyStatus,WhetherDefendantWasReleasedPretrial,DaysBetweenContactEventAndPretrialRelease,PretrialReleaseType2,BondTypeAtInitialContact,BondAmountAtInitialContact,BondTypeAtRelease_v1,BondAmountAtRelease,Indicator_PresumptiveDenialOfBail_19.2_120,PriorArrests,Locality_JudicialCircuit,Locality_MagisterialRegion,FollowUp_ChargedWithNewFTA,FollowUp_ArrestedforNewOff,CrimeCommission2021ReportClassificationofDefendants,VPRAI_TotalPoints_Opt1,VPRAI_TotalPoints_Opt2,PSA_FTA_TotalPoints,PSA_NCA_TotalPoints,PSA_NVCA_TotalPoints
M,W,26,1,1,0,1,3,2000,3,2000,0,0,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,0,0,0
M,W,29,9,0,999,0,1, ,1, ,0,11,   19.00,    5.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,5,6,1
F,A,22,0,1,1,3,2,2000,2,2000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,2,0
M,W,21,0,0,999,0,1, ,1, ,2,4,   19.00,    5.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,0,1,0,2,2
F,W,19,1,1,0,1,3,1000,3,1000,0,0,   19.00,    5.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,38,0,1,0,1,3,1000,3,1000,0,5,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,2
M,W,25,1,1,0,1,3,2000,3,2000,0,1,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,2,1,0
M,W,30,1,1,1,4,2,1000,3,1000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,W,35,0,1,0,1,4, ,4, ,0,2,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,29,1,0,999,0,1, ,1, ,0,4,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,19,0,1,0,1,4, ,4, ,0,2,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,3,1
M,W,26,1,1,3,4,1, ,3,1500,0,12,   19.00,    5.00,0,1,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,2,2,2
M,B,26,1,1,0,1,2,3000,3,3000,0,2,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,1,1,1
M,B,50,1,0,999,0,1, ,1, ,2,63,   19.00,    5.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,8,9,3,9,4
M,W,36,1,1,0,3,2,2000,2,2000,1,0,   19.00,    5.00,1,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
F,W,56,0,1,0,1,4, ,4, ,0,3,   19.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,B,68,0,1,0,1,4, ,4, ,0,38,   19.00,    5.00,0,1,Contact Event was for new criminal offense NOT punishable by incarceration,4,5,2,6,3
F,W,30,0,1,0,1,3,4000,3,4000,1,2,   19.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,W,39,1,0,999,0,1, ,1, ,0,30,   19.00,    5.00,1,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,11,12,3,7,2
M,B,32,1,1,5,3,1, ,2,2500,0,22,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,4,5,3,4,1
M,W,21,0,1,0,1,3,1500,3,1500,1,1,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,1,3,1
F,A,24,0,1,1,3,2,2000,2,2000,0,0,   19.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,W,35,0,0,999,0,1, ,1, ,0,9,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,8,9,2,5,2
M,B,31,1,1,23,3,1, ,2,5000,0,7,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,4,4,1
M,W,30,1,1,4,3,1, ,2,20000,2,15,   22.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,6,5
F,W,37,1,1,2,3,1, ,2,2500,0,13,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,5,2
M,W,58,0,1,0,1,3,1000,3,1000,0,1,    9.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,22,1,1,0,1,3,1000,3,1000,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,B,28,0,1,1,1,4, ,4, ,0,2,   10.00,    3.00,0,1,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,3,1
F,W,47,1,1,41,6,1, ,2,1000,0,27,   15.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,3,8,3
F,W,22,1,0,999,0,1, ,1, ,0,21,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,7,8,7,11,2
M,W,56,1,1,0,1,3,3000,3,3000,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,40,1,0,999,0,1, ,1, ,0,12,   15.00,    6.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,6,8,4
F,B,24,0,1,0,4,3,4500,3,4500,0,1,   15.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,2,1,0
M,B,59,0,1,0,1,3,3000,3,3000,1,3,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,2
F,B,23,1,1,0,1,3,3000,3,3000,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,B,27,0,1,10,6,1, ,2,3000,2,23,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,3,9,4
F,B,21,1,1,4,9,1, ,7, ,0,7,   14.00,    6.00,0,1,Defendant could not be classified or tracked due to insufficeint data,5,6,3,4,1
F,W,32,1,1,0,6,2,2500,2,2500,0,16,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,10,11,4,5,1
M,B,26,0,1,5,6,1, ,2,1750,2,0,   14.00,    6.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,B,60,0,1,0,4,3,2500,3,2500,0,2,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,3,4,0,0,0
M,W,35,0,1,1,1,4, ,4, ,0,10,   14.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,7,8,5,5,2
M,W,20,0,1,0,3,2,1000,2,1000,1,0,   14.00,    6.00,1,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,2,0
M,B,51,1,0,999,0,1, ,1, ,0,116,   14.00,    6.00,0,1,Defendant Detained Entire Pre-Trial Period_Held Without Bond,13,14,3,9,4
M,B,20,1,0,999,0,1, ,1, ,2,7,   14.00,    6.00,1,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,2,3,3,7,5
F,B,21,1,1,1,3,2,1500,2,1500,0,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,2,0
M,B,26,0,1,12,3,1, ,2,1000,1,1,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
M,W,30,0,1,1,6,1, ,2,1000,1,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,A,25,0,1,0,1,3,1000,3,1000,1,0,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,46,0,1,0,4,3,3500,3,3500,0,12,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,2,4,2
M,W,27,0,1,0,1,4, ,4, ,0,0,   14.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,B,47,0,1,10,6,1, ,2,1500,1,16,   14.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,2,3,2
M,B,53,0,1,0,1,4, ,4, ,0,21,   21.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,3,4,2,6,3
M,W,38,0,1,0,1,3,3000,3,3000,0,11,   21.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,3,4,6,5,1
M,W,34,0,1,0,3,2,2000,2,2000,1,0,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
F,B,39,0,1,0,1,3,1000,3,1000,0,0,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,B,51,0,1,1,1,4, ,4, ,0,1,   21.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
F,W,25,0,1,20,3,1, ,2,3500,0,4,   21.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,3
M,W,53,1,1,0,3,2,1500,2,1500,1,27,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,4,9,3
M,W,29,1,1,1,3,2,2000,2,2000,0,5,   15.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,2,2,1
M,W,26,0,1,0,1,3,1000,3,1000,1,7,   30.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,2,4,1
M, ,26,0,0,999,0,1, ,1, ,0, ,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration, , , , , 
M, ,40,1,1,0,1,3,1000,3,1000,1,0,   20.00,    4.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,2
M,W,31,0,1,0,1,4, ,4, ,0,1,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,37,1,0,999,0,1, ,1, ,0,12,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,6,7,1,1,1
M, ,43,1,1,0,3,2,1000,2,1000,0,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,0,0
M,W,30,0,1,0,1,4, ,4, ,9,0,   20.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,W,32,9,1,0,1,3,1000,3,1000,1,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,W,49,0,1,1,1,3,1000,3,1000,1,0,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,42,0,1,0,1,3,2500,3,2500,1,6,   20.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,2,2
M,W,51,1,1,4,3,2,2000,2,2000,1,11,   16.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,2,3,1
M,W,27,1,1,0,1,3,2000,3,2000,0,5,   16.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,2,4,2
M,W,30,1,1,0,1,3,3000,3,3000,1,2,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,W,19,1,1,0,1,3,2500,3,2500,0,1,    9.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,1,5,1
M,W,31,1,0,999,0,1, ,1, ,0,0,   27.00,    1.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,0,1,0,0,2
M,W,20,0,1,0,1,4, ,4, ,0,0,   27.00,    1.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
F,W,45,0,1,0,3,2,5000,2,5000,1,2,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
M,B,60,0,1,0,1,3,2500,3,2500,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,38,0,1,11,3,1, ,2,1000,1,29,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,1,6,3
M,W,22,0,1,0,1,3,2000,3,2000,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,19,0,1,0,3,2,1500,2,1500,1,0,   27.00,    1.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,2,0
M,A,22,1,1,0,1,3,2500,3,2500,1,0,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
F,W,31,1,1,0,1,3,2000,3,2000,0,24,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,1,4,1
F,W,21,0,1,0,1,4, ,4, ,0,0,   27.00,    1.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
F,W,22,1,1,0,1,3,2000,3,2000,0,1,   27.00,    1.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,2
F,W,49,1,1,0,1,3,1000,3,1000,1,0,    9.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,36,1,1,2,3,1, ,2,5000,0,1,   16.00,    4.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,2,2
M,B,37,0,1,0,1,4, ,4, ,0,10,   22.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,3,1
F,B,43,0,1,0,1,4, ,4, ,0,4,   22.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
F,W,32,1,0,999,0,1, ,1, ,0,31,   22.00,    2.00,0,1,Defendant Detained Entire Pre-Trial Period_Held Without Bond,12,13,3,7,2
M,W,20,1,1,0,3,2,2000,2,2000,0,8,   11.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,3,4,1
F,B,19,1,1,0,3,2,3500,2,3500,0,3,   10.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,3,4,1
M,W,27,1,1,0,1,3,2500,3,2500,1,0,   10.00,    3.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
F,W,20,0,1,0,1,3,2500,3,2500,1,0,   10.00,    3.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,19,0,1,0,1,3,1000,3,1000,0,0,   10.00,    3.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,34,0,1,0,1,4, ,4, ,0,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,34,0,1,0,1,3,2000,3,2000,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,24,0,1,0,1,4, ,4, ,0,0,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
F,W,35,0,1,0,1,4, ,4, ,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,31,0,1,1,4,1, ,3,2500,1,9,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,4,2
M,B,40,0,1,0,1,3,2000,3,2000,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,31,0,1,0,1,4, ,4, ,0,8,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,4,5,2,5,2
F,W,53,0,1,0,1,4, ,4, ,0,6,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,B,27,0,1,0,1,3,2000,3,2000,1,3,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,3,4,2
M,W,26,1,1,0,1,3,4000,3,4000,1,2,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,1,3,1
M,W,21,1,1,0,3,1, ,2,2500,0,6,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,3,1
M,B,64,1,1,1,1,2,5000,3,5000,0,28,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,6,7,1,5,2
M,W,35,1,1,0,3,2,1000,2,1000,0,5,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,1,3,1
M,B,27,1,1,0,9,1, ,7, ,2,17,   31.00,    5.00,0,0,Defendant could not be classified or tracked due to insufficeint data,7,8,4,6,4
F,B,41,9,1,0,1,4, ,4, ,1,0,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,42,1,1,0,1,3,5000,3,5000,0,24,   31.00,    5.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,5,6,3,7,2
M,W,22,0,1,0,1,4, ,4, ,1,0,   31.00,    5.00,1,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,33,0,1,0,3,2,5000,2,5000,0,10,   31.00,    5.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,6,7,2,5,4
M,B,23,0,1,0,1,4, ,4, ,0,1,   31.00,    5.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
F,W,33,0,1,1,3,2,2500,2,2500,0,4,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,1,1
M,B,23,0,1,0,3,1, ,2,4000,0,2,   31.00,    5.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,1,3,3
F,W,22,1,1,30,1,1, ,3,5000,0,19,   27.00,    1.00,1,1,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,7,8,3,8,2
M,B,53,0,1,0,1,4, ,4, ,0,26,   27.00,    1.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,2,3,1,1,1
M,W,32,1,1,0,1,3,1500,3,1500,1,1,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
F,W,35,0,1,0,1,4, ,4, ,0,7,   23.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,3,4,5,5,3
M,W,34,1,1,0,1,3,2500,3,2500,0,3,   23.00,    2.00,1,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,1,1,1
F,B,45,1,1,0,1,3,1500,3,1500,0,9,   23.00,    2.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,3,4,2
M,W,54,0,1,0,1,3,1000,3,1000,1,0,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,B,34,1,1,0,1,3,1000,3,1000,1,9,   23.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,1,1
M,B,38,1,1,0,3,2,1000,2,1000,1,26,   23.00,    2.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,2,9,4
M,W,36,0,1,0,1,4, ,4, ,0,1,   25.00,    2.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
M,W,23,0,1,0,1,5, ,3,2000,1,1,   25.00,    2.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,0,0
M,W,18,0,1,0,1,4, ,4, ,0,0,   26.00,    4.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
M,W,27,1,1,0,3,2,1500,2,1500,0,5,   26.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,2,1
M,W,75,0,1,0,9,4, ,7, ,1,0,   26.00,    4.00,0,0,Defendant could not be classified or tracked due to insufficeint data,0,1,0,0,0
M,B,19,1,1,1,3,2,2500,2,2500,0,18,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,6,7,4,10,3
M,W,26,0,1,128,3,1, ,2,1250,0,18,   26.00,    4.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,4,2
M,W,27,0,1,3,1,1, ,3,2500,9,1,   26.00,    4.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,0,1,3,4,1
M,W,18,9,1,1,6,2,2000,2,2000,0,3,   26.00,    4.00,0,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,4,2
M,W,18,0,1,0,1,4, ,4, ,0,0,   29.00,    1.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,2,0
M,W,40,1,1,0,1,3,2500,3,2500,0,10,   28.00,    1.00,0,0,Contact Event was solely related to a preexisting court obligation_PV_FTA_contempt,2,3,1,1,1
M,W,21,1,1,0,1,3,2000,3,2000,1,0,    5.00,    8.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,0,1,0,2,0
M,W,31,1,1,9,3,1, ,2,5000,0,2,   15.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,5,6,1,1,1
M,W,28,1,1,0,3,2,3000,2,3000,0,18,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,9,10,3,9,4
M,W,26,1,1,0,3,2,1000,2,1000,0,1,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,2,3,1,1,1
F,W,22,1,1,0,3,2,1500,2,1500,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,0,1,0,2,0
M,W,42,0,1,1,3,1, ,2,10000,0,0,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,3,4,0,0,0
M,B,48,1,0,999,0,1, ,1, ,2,28,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,4,5,2,6,5
F,B,44,1,1,0,3,2,1000,2,1000,0,12,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on Secured Bond,11,12,2,8,3
F,W,28,1,1,0,6,2,3000,2,3000,0,7,   15.00,    6.00,1,0,New criminal offense punishable by incarceration_Released on Secured Bond,7,8,2,5,3
M,B,40,0,1,0,1,3,4000,3,4000,0,6,   15.00,    6.00,0,0,New criminal offense punishable by incarceration_Released on PR or Unsecured Bond,2,3,1,3,3
M,W,32,1,0,999,0,1, ,1, ,1,13,   15.00,    6.00,0,0,Defendant Detained Entire Pre-Trial Period_Held Without Bond,7,8,1,5,4
M,W,29,1,1,1,3,2,3000,2,3000,1,6,   15.00,    6.00,1,1,New criminal offense punishable by incarceration_Released on Secured Bond,8,9,6,8,2
F,W,25,0,1,0,1,4, ,4, ,0,0,   15.00,    6.00,0,0,Contact Event was for new criminal offense NOT punishable by incarceration,0,1,0,0,0
